NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
1	HOU1988-10-09KAN	1988-10-09	-2.2	-9.2	15.2	11.08	0	-0.2	-1	-2.2	22.6	119	1	0	-2.2	15.2	0	-1	-21.4	0	1.8	3.8	0	1	0	0	0.2	-19.6	0	0	1.2	1	1.2	0	-2	-71.6	0	7.2
24	HOU1988-10-30WAS	1988-10-30	-2.6	-9.2	0.8	-5.93999999999998	0.4	-0.2	-1.6	-9.2	24.2	123.2	1	0	-2.6	0.8	0.4	-2	-37.6	0	1.4	2.8	0	1.6	0	0	0.2	-18.8	0	0	1.6	1.4	1.4	0.4	-1.8	-71	0	11.2
7	HOU1988-11-07CLE	1988-11-07	-4.6	-11	-13.8	8.18000000000002	0.6	-0.4	-1.8	-10.8	21.8	114.2	1	0	-4.6	-13.8	0.6	-1.6	-26.6	0	1.4	11.6	0	1.8	0	0	0.4	-13.2	0	0	1.8	1.6	1	0.2	-1.2	-39.8	-0.2	12
18	HOU1988-11-20PHO	1988-11-20	-7.6	-13	-47.2	-4.83999999999997	0.8	-0.8	-2.4	-21.4	24.6	110.6	1.2	0	-7.6	-47.2	0.8	-2	-46.6	0	1	7	0	2.4	0	0	0.8	2	0	0	2.4	2	1.4	0.2	-1.4	-33.6	-0.2	15
-3	HOU1988-12-04PIT	1988-12-04	-5.2	-8.2	-66	-47.18	0	0.4	-2.8	-23	20.4	94.4	1.2	0	-5.2	-66	0	-1	-23.8	0	0.6	5.4	0	2.8	0	0	-0.4	-12.2	0	0	1.6	1.2	0.8	0.2	-1.4	-47.4	-0.2	9.4
35	HOU1988-12-11CIN	1988-12-11	-2.2	-4.6	-15.6	-32.56	0.4	0.2	-2.4	-22.6	14.4	69.2	1.6	0	-2.2	-15.6	0.4	-2.2	-44.6	0	1.2	13.6	0	2.4	0	0	-0.2	2.6	0	0	2.4	2	0.8	0.6	-0.4	-22.2	-0.2	16.2
-6	HOU1989-09-24BUF	1989-09-24	1.4	0.6	-8.2	-28.36	-0.8	0.4	-2	-17.4	13.8	47.8	2	0	1.4	-8.2	-0.8	0.2	-2.4	0	1	8.8	0	2	0	0	-0.4	-4	0	0	1.8	1.4	1	0.4	-0.4	-9.6	-0.4	10.2
32	HOU1989-10-01MIA	1989-10-01	4	2.4	28.6	-0.179999999999966	-0.4	0.2	-1.4	-12.8	14.4	57.8	2.2	0	4	28.6	-0.4	-0.2	-27	-0.2	0.6	6.4	0	1.4	0	0	-0.2	5.6	0	0	2.2	1.8	1.4	1	0	17.4	-0.2	15.2
27	HOU1989-10-22PIT	1989-10-22	6	3	57.4	37.48	0.2	0.2	-0.8	-8.4	14.2	65	1.8	0	6	57.4	0.2	-0.6	-23.2	-0.2	1	8	0	0.8	0	0	-0.2	12.8	0	0	2.2	2	1.8	1.2	0.4	29.4	-0.2	17
4	HOU1989-11-05DET	1989-11-05	8.2	4.4	88.2	76.86	0.8	-0.4	-0.8	-7.8	17.4	60.2	1.8	0	8.2	88.2	0.8	-0.8	-30	-0.2	1.2	9.2	0	0.8	0	0	0.4	20.6	0	0	2.4	2.4	1.6	0.8	0.4	35.4	-0.2	18.4
2	HOU1989-11-13CIN	1989-11-13	8.6	6.4	61.4	48.64	0.4	-0.2	-0.8	-3.6	17.6	52	0.8	0	8.6	61.4	0.4	-1	-34.6	-0.2	0.8	5.6	0	0.8	0	0	0.2	12	0	0	1.2	1.2	2.2	1.4	-0.6	-3.4	-0.4	11.8
16	HOU1989-11-19RAI	1989-11-19	8	4.4	76.4	48	1.4	-0.8	-1.6	-3.8	19.8	68	0.2	0	8	76.4	1.4	-3	-78.8	-0.2	0.4	3.4	0	1.6	0	0	0.8	19.2	0	0	1.4	1.4	2.4	2	-0.8	-16.6	-0.2	16.2
3	HOU1989-12-10TAM	1989-12-10	3	0.8	11.2	15.66	1	-0.8	-2.8	-14.6	16	51	-0.2	0	3	11.2	1	-2	-42.4	0	0.4	3.8	0	2.8	0	0	0.8	15.8	0	0	0.8	0.8	1.8	1.6	-0.4	3.6	-0.4	10.4
-4	HOU1989-12-23CLE	1989-12-23	4.6	3.2	23.6	-10.76	0.4	-0.2	-1.8	-8.8	9.8	30.4	-0.4	0	4.6	23.6	0.4	-1.4	-41.4	0	0.4	3	0	1.8	0	0	0.2	3.6	0	0	0	0	1.4	1.4	0	11.4	-0.4	4.2
-3	HOU1989-12-31PIT	1989-12-31	5	4.4	46.8	-7.39999999999997	0.6	-0.2	-1.4	-8.6	5.2	4.8	-1	0	5	46.8	0.6	-2.2	-51.8	0	0	-2.2	0	1.6	0	0	0.2	4.2	0	0	-0.2	-0.2	1.6	1.4	0.2	30.8	-0.4	2.8
14	HOU1990-09-23IND	1990-09-23	5.6	1.8	66	-13.22	1	-0.6	-1.4	-11	5.4	12.4	-0.6	0	5.6	66	1	-1.6	-34.4	0	0.2	-3	0	1.6	0	0	0.6	12.6	0	0	0.4	0.4	1.2	0.8	0	21.6	-0.2	5.2
-3	HOU1990-10-07SFO	1990-10-07	3.6	2.2	30.6	-10.38	0.6	-0.4	-0.4	-10.4	-0.8	-6.2	-0.4	0	3.6	30.6	0.6	-0.8	-13	0	0	-3.4	0	0.6	0	0	0.4	10.2	0	0	0.2	0.2	0.4	0	1.8	115.6	-0.2	1.4
31	HOU1990-10-14CIN	1990-10-14	9.2	10.4	117.4	2.10000000000002	1.4	-0.6	0	-4.4	-5	-20.6	-0.6	0	9.2	117.4	1.4	-2.8	-49.2	0	0.2	-2.4	0	0.2	0	0	0.6	6.4	0	0	1	1	0.6	0	0.8	62.6	0	7
13	HOU1990-10-21NOR	1990-10-21	6.6	7	62.2	2.70000000000002	1.4	-1	-1.6	-15.8	-1.2	-11.6	-0.2	0	6.6	62.2	1.4	-3.4	-62.4	0	0	-3	0	1.8	0	0	1	17.2	0	0	1.4	1.4	0.4	0.2	0.8	71.8	0	10.4
-5	HOU1990-10-28NYJ	1990-10-28	7.6	8	72.4	3.34000000000002	1	-1.2	-0.4	-5.2	-0.4	9.8	0.2	0	7.6	72.4	1	-2.4	-45.4	0	0.4	1.2	0	0.4	0	0	1.2	17.6	0	0	1	1.2	1	0.6	0.8	59	0	10
3	HOU1990-11-26BUF	1990-11-26	4.4	5.4	70.6	28.76	0.6	-1.2	0.2	0	0	17.2	0.2	0	4.4	70.6	0.6	-2	-43.8	0	0	-2	0	-0.2	0	0	1.2	14.4	0	0	0.6	0.8	1	0.8	0.8	64.6	0	7.8
44	HOU1990-12-09CLE	1990-12-09	7.8	6.8	119.2	73.9	1.2	-1.4	-0.4	-4	4.8	46.4	0.8	0	7.8	119.2	1.2	-2.8	-63.2	-0.2	1.2	7.4	0	0.4	0	0	1.4	30.8	0	0	1.6	2	1.4	1.2	-1.4	-46.8	0	17.2
20	HOU1990-12-30PIT	1990-12-30	7	4.2	69.6	67.24	1	-1	0.2	-2.8	9.6	70.2	0.8	0	7	69.6	1	-2.2	-50.6	-0.2	1	4.6	0	-0.2	0	0	1	23	0	0	1.2	1.6	1.6	1.4	-1.2	-40.8	0	15
30	HOU1991-09-01RAI	1991-09-01	8	5.6	92.4	71.94	1	-1.2	1.2	9.4	11	93.2	1.2	0	8	92.4	1	-2.2	-52.8	-0.2	1.2	7	0	-1.2	0	0	1.2	19.8	0	0	1.6	2.2	1.6	1.2	-1.6	-69	0	18.4
10	HOU1991-09-16KAN	1991-09-16	8.2	6.4	72.6	73.04	1.2	-1.2	0.2	1.4	8.2	74.8	1.2	0	8.2	72.6	1.2	-2.6	-58.4	-0.2	1	7.2	0	-0.2	0	0	1.2	19.4	0	0	2.2	2.6	1.4	1.2	-1	-48.2	0	21.4
28	HOU1991-10-06DEN	1991-10-06	8	5.6	57.4	50.88	1.2	-1	-1	-10.2	6.8	57	1.6	0	8	57.4	1.2	-3.6	-73.6	-0.2	1.2	2.6	0	1	0	0	1	22.8	0	0	3	3.4	1.2	1	0.2	-2	-0.2	26.4
32	HOU1991-10-27CIN	1991-10-27	7.6	5.4	81.2	45.08	1.6	-0.6	-0.4	-5.8	4.4	41.8	1	0	7.6	81.2	1.6	-3.4	-67.4	0	1.4	6.4	0	0.4	0	0	0.6	1.8	0	0	2.4	3	1	0.8	-0.2	-30.2	-0.2	24
3	HOU1991-11-10DAL	1991-11-10	9.6	8.2	114.2	36.52	0.8	-0.6	-0.8	-7.2	4.6	40.2	1.6	0	9.6	114.2	0.8	-2.4	-51	0	1.2	4.4	0	0.8	0	0	0.6	7.2	0	0	2	2.6	1	0.6	-0.2	-26.2	0.2	20.6
4	HOU1991-11-17CLE	1991-11-17	10.4	9.2	133.4	33.68	1	-0.2	-1.4	-15.4	-1	8	1	0	10.4	133.4	1	-1.8	-26.6	0	1.4	3.8	0	1.4	0	0	0.2	0.2	0	0	1.6	2	0.8	0.2	-0.6	-41	0.2	15.4
-7	HOU1991-12-02PHI	1991-12-02	6.8	6.2	124.2	10.26	0.6	-0.2	-1.2	-12.2	-1	12.8	1	0	6.8	124.2	0.6	-1.2	-7.6	0	1.4	4.8	0	1.2	0	0	0.2	3.8	0	0	1.2	1.6	0.4	0	-0.2	-10.6	0.2	12
25	HOU1991-12-08PIT	1991-12-08	10	11	138.2	38.02	0.8	-0.2	-1	-4.4	-0.6	27.2	1	0	10	138.2	0.8	-1	-9.4	0	1	12.4	0	1	0	0	0.2	-13	0	0	1.2	1.6	0.4	-0.2	-0.6	-20.6	0.4	11.4
7	HOU1991-12-29NYJ	1991-12-29	8.8	10.6	101.2	13.36	0.2	-0.6	-0.6	1	-2.6	12.6	0.8	0	8.8	101.2	0.2	-0.8	-4	0	0.2	1.8	0	0.6	0	0	0.6	-2	0	0	1	1	0.6	-0.2	0.4	36.6	0.4	6.4
-5	HOU1992-09-06PIT	1992-09-06	8.2	11.4	79.4	-23.6	0.4	0.4	-1	-1	-9.6	-15.4	0.2	3.6	8.2	79.4	0.4	-1	-2.4	0	0.6	9.8	0	1	0	0	-0.4	-30	0	0	1.2	1	-0.2	-0.8	1	60.6	0	4.8
3	HOU1992-09-20KAN	1992-09-20	6.6	9	75.8	-25.1	0.4	0.8	-1	0.6	-11.4	-36.6	0	3.4	6.6	75.8	0.4	-0.4	11	0	0.4	8.2	0	1	0	0	-0.8	-31.4	0	0	1	0.8	-0.2	-0.4	1.4	86.2	0	4.6
27	HOU1992-09-27SDG	1992-09-27	5.8	6.6	52.6	1.14000000000003	0.8	0.6	-1.4	-4	-8.2	-11.2	0.4	2.8	5.8	52.6	0.8	-2	-22.8	0	0.4	7.4	0	1.4	0	0	-0.6	-33.4	0	0	1.8	1.6	0.2	0	1	76	0	11.4
16	HOU1992-10-25CIN	1992-10-25	7	9.2	79.2	-11.82	0.8	0.6	-0.8	-4.4	-7.2	-16.6	0.2	7.2	7	79.2	0.8	-1.4	-15.4	0	0.4	-0.8	0	0.8	0	0	-0.6	-26.8	0	0	1.4	1.2	0.4	0.2	0.6	52.6	0	9.6
-10	HOU1992-11-08CLE	1992-11-08	6.4	9.2	61.6	-17.3	0.6	1.2	-1.8	-13.6	-9	-15.4	0.2	9	6.4	61.6	0.6	-0.6	7.4	0	-0.4	-16	0	1.8	0	0	-1.2	-34.4	0	0	1	0.8	-0.2	0	2.8	176.8	0	6.2
17	HOU1992-12-07CHI	1992-12-07	5	5.4	47.6	19.82	0.6	-0.2	-1.6	-11.4	-4	6.2	0.6	6	5	47.6	0.6	-1.6	-6.4	0	-0.8	-19.6	0	1.8	0	0	0.2	-1.2	0	0	1.2	1.2	0.4	0.6	2.6	167.6	0	10.6
-2	HOU1992-12-13GNB	1992-12-13	5.8	7	62.2	18.26	0.2	-0.4	-1.6	-10.2	-1.6	27.8	1.2	7.2	5.8	62.2	0.2	-1.4	-19.8	0	-0.8	-17	0	1.8	0	0	0.4	-7.2	0	0	1.4	1.4	-0.2	-0.2	3	179.2	0	9.6
24	HOU1992-12-27BUF	1992-12-27	6.6	7.6	74.4	28.36	0.4	-0.4	-2.6	-19.6	-2	9	1	7.6	6.6	74.4	0.4	-0.6	-9.8	0	-0.8	-16.4	0	2.6	0	0	0.4	-1.2	0	0	1.4	1.4	-0.6	-0.4	4	235	0	9
30	HOU1993-09-12KAN	1993-09-12	5	4.4	39.2	23.26	0.4	-0.6	-2.8	-16.6	-0.8	10.2	1	4.2	5	39.2	0.4	-1.4	-21.6	0	-0.6	-15.4	0	2.8	0	0	0.6	9.8	0	0	1.6	1.6	-0.4	0.2	3.4	207	0	11.8
-15	HOU1993-09-26RAM	1993-09-26	4.2	5.4	45.6	5.08000000000002	0	-0.4	-1.6	-9.4	-0.8	13.8	0.8	5.2	4.2	45.6	0	-1.6	-31.6	0	0.4	0.6	0	1.6	0	0	0.4	2.6	0	0	1.2	1.2	0.2	0.8	1	71.4	0	10.8
16	HOU1993-10-24CIN	1993-10-24	3.4	4.4	42.4	-14.04	0.2	0.2	-1.8	-12.4	-1.2	4.2	1	4.2	3.4	42.4	0.2	-1.4	-39.2	0	0.6	3.6	0	1.4	0	0	-0.2	-3.6	0	0	1.6	1.4	-0.4	0.2	0.8	55	0	10.6
10	HOU1993-11-07SEA	1993-11-07	6.6	9.6	44.8	-28.9	0.6	0.2	-1.2	-11	1	10	0.4	10	6.6	44.8	0.6	-2.2	-47.8	0	1.2	7.4	0	0.8	0	0	-0.2	8.4	0	0	1.2	1.2	0.8	1.4	0.6	26.8	0	13
20	HOU1993-11-28PIT	1993-11-28	6.2	8.6	53.2	-53.96	0.4	0.4	-0.6	-3	3.8	30	0.4	9.2	6.2	53.2	0.4	-2.4	-47.8	0	1.6	10.6	0	0.4	0	0	-0.4	-1	0	0	1	1	1.2	1.6	0.2	-14	0	12.2
16	HOU1993-12-05ATL	1993-12-05	3.8	5.6	52.8	-43.3	0	-0.6	-0.4	-5.4	3.8	30.8	0.4	6.2	3.8	52.8	0	-2.2	-39.6	0	2	18.4	0	0.4	0	0	0.6	-0.8	0	0	0.6	0.6	1.8	1.6	0.6	2	0	9.4
2	HOU1993-12-12CLE	1993-12-12	2.6	0.8	21.2	-37.74	0.2	-1.2	-0.8	-7.4	6.4	30.6	0.6	1.6	2.6	21.2	0.2	-3	-50.6	0	1.8	13.8	0	0.8	0	0	1.2	9.2	0	0	1	1	1.8	1.8	1.8	59.8	0	12.8
24	HOU1994-01-02NYJ	1994-01-02	4.6	3.8	57.4	-1.33999999999997	0.4	-1.4	-0.2	0.4	8.2	35.8	0.4	4.6	4.6	57.4	0.4	-2.8	-44.2	0	2.2	9.6	0	0.4	0	0	1.4	12.6	0	0	0.8	1	2.2	2.4	1.2	38.2	0	14.4
-8	HOU1994-01-16KAN	1994-01-16	2.2	-1.6	21.4	14.1	-0.2	-1.8	1	9.2	6.4	24	0.6	-1.4	2.2	21.4	-0.2	-2.2	-34	0	0.8	-2	0	-0.8	0	0	1.8	12.2	0	0	0.6	0.6	2	2.2	1	50.8	0	10.8
-8	HOU1994-09-18BUF	1994-09-18	0.8	-1.4	5.8	17.22	-0.2	-1.6	2.4	17.8	2.4	8.4	0.4	-1.4	0.8	5.8	-0.2	-0.8	-12	0	0.4	-7.8	0	-2.2	0	0	1.6	14	0	0	0.4	0.4	0.6	0.8	0.4	26.2	0	5.2
7	HOU1994-09-25CIN	1994-09-25	2.4	1.4	20	24.12	0.2	-0.6	1.8	16.2	4.4	14.6	0.4	2	2.4	20	0.2	-0.4	-8.4	0	0.4	-24.4	-0.2	-1.8	0	0	0.6	10.4	0	0	0.4	0.4	-0.4	0.2	0.8	52.8	0	3.4
-3	HOU1994-10-13CLE	1994-10-13	5	6.4	59.4	50.04	0.4	-0.6	2.4	19.8	4.2	18.4	0.4	6.6	5	59.4	0.4	0.4	6.4	0	0.6	-17.4	-0.2	-2.4	0	0	0.6	13.4	0	0	0.6	0.6	-0.8	-0.6	0	11.2	0	2.4
-3	HOU1994-11-06PIT	1994-11-06	3.4	7.8	32	12.58	0	-0.6	2.8	20.4	0	2.2	0.2	7.6	3.4	32	0	0.8	19.2	0	-0.2	-21.2	-0.2	-2.8	0	0	0.6	11	0	0	0	0	-1	-1	0.6	54	0	-3
-3	HOU1994-11-21NYG	1994-11-21	1.4	5.6	29.6	-10.46	0.2	-0.4	1.6	11.4	-2	9.2	0.4	5.4	1.4	29.6	0.2	0.6	15.4	0	0.4	-18.2	-0.2	-1.6	0	0	0.4	10.6	0	0	0.4	0.4	-1.6	-1.6	0.6	44.6	0	-2
-18	HOU1994-12-04ARI	1994-12-04	2.6	9.2	30.6	-24.28	-0.2	0.4	1.4	10.6	-6.4	-12	0	9.6	2.6	30.6	-0.2	0.2	10.8	0	0.4	-20.6	-0.2	-1.4	0	0	-0.4	0.2	0	0	0	0	-0.8	-0.8	0.2	29.4	0	-4
-2	HOU1994-12-11SEA	1994-12-11	3.8	10.8	29.2	-38.34	-0.2	0.8	2.6	16.8	-16.4	-61.8	-0.6	10.6	3.8	29.2	-0.2	0.8	24	0	-0.2	6	0.2	-2.6	0	0	-0.8	-5.8	0	0	-0.4	-0.6	-1	-1	0	16.6	0	-5.8
14	HOU1994-12-24NYJ	1994-12-24	2.8	7.6	41.2	-52.82	-0.2	1.2	2.2	13.6	-13	-53	-0.4	7.4	2.8	41.2	-0.2	0.2	14.2	0	-0.2	-0.6	0.2	-2.2	0	0	-1.2	-7.2	0	0	-0.4	-0.6	-0.4	-0.4	-0.4	-4.4	0	-2.4
-17	HOU1995-09-10PIT	1995-09-10	3	6.4	55.6	-23.78	-0.4	1.6	2.6	18	-13.6	-65.4	-0.2	6.6	3	55.6	-0.4	1.2	18.4	0	0	-5.8	0	-2.6	0	0	-1.6	-14.4	0	0	-0.8	-1	-0.4	-0.4	-0.2	-7.2	0	-5.2
-7	HOU1995-09-17CLE	1995-09-17	5.4	11.2	80.8	-11.86	-0.4	2.4	2.4	17.2	-11	-78.2	-0.4	10.8	5.4	80.8	-0.4	1.4	27	0	0.8	7.6	0	-2.4	0	0	-2.4	-21.6	0	0	-1	-1.2	0	-0.2	-1	-42.4	0	-6
-1	HOU1995-10-01JAX	1995-10-01	8	12.4	89.4	-19.32	-0.2	1.6	1.6	11.8	-3.6	-48.8	-0.2	11.4	8	89.4	-0.2	1	22.4	0	0.8	8.4	0	-1.6	0	0	-1.6	-12.2	0	0	-1	-1.2	0.8	0.4	-1	-52.2	0	-2.6
12	HOU1995-10-29TAM	1995-10-29	8.2	11.2	88.6	-7.29999999999997	-0.4	0.8	1	8.2	7.4	-3.2	0.2	10.8	8.2	88.6	-0.4	-0.2	6.6	0	1	-3.8	-0.2	-1	0	0	-0.8	-8.8	0	0	-0.8	-0.8	1.8	1.4	-1.6	-78.8	0	0.2
-7	HOU1995-11-12CIN	1995-11-12	7.6	13.4	68.2	-1.31999999999997	-0.6	0.6	1.2	11.6	2.2	-15	-0.2	13	7.6	68.2	-0.6	0.2	2.2	0	1	5.6	-0.2	-1.2	0	0	-0.6	-2.4	0	0	-1.2	-1.2	1.6	1.2	-1.6	-81.6	0.2	-4
9	HOU1995-11-26DEN	1995-11-26	4.6	7.8	39.2	-0.139999999999973	-0.2	-0.2	0.4	4	6.2	8.4	-0.2	7.4	4.6	39.2	-0.2	-0.6	-11.6	0	1.4	17.6	0	-0.4	0	0	0.2	4.8	0	0	-0.2	-0.2	1.2	1	-1.6	-88.2	0.2	1.2
-7	HOU1995-12-10DET	1995-12-10	5.2	6.8	27.6	33.8	0	-0.8	0.4	6.2	7	27.4	-0.4	6	5.2	27.6	0	-0.6	-11.6	0	0.4	2	0	-0.4	0	0	0.8	5.6	0	0	-0.2	-0.2	0.8	1	-1	-54.4	0.2	1.2
17	HOU1995-12-17NYJ	1995-12-17	1.6	1.4	24.8	56.2	0	-0.8	0.4	8	9.8	38.4	0	0.4	1.6	24.8	0	-1.6	-34.8	0	0.4	5.8	0	-0.4	0	0	0.8	6.6	0	0	0.4	0.4	0.8	1.2	-1.4	-62.6	0.2	4.8
-1	HOU1996-09-01KAN	1996-09-01	-1.2	-1.4	12.6	40.22	-0.2	0	1	10.4	5.2	32	0	-2.6	-1.2	12.6	-0.2	-1.2	-37.8	0	0.4	7.8	0	-1	0	0	0	-0.2	0	0	0.2	0.2	0.6	0.8	-1	-36	0.2	2.2
16	HOU1996-09-15BAL	1996-09-15	-2.6	-5.8	7	65.34	0	-0.6	0.2	4	9	40	0.4	-7	-2.6	7	0	-1.8	-42.2	0	0.2	1.8	0	-0.2	0	0	0.6	-1.6	0	0	1	1	0.8	1	-0.4	-13.8	0	6.8
10	HOU1996-10-20PIT	1996-10-20	1.2	-1.2	29.2	45.94	-0.2	0	0.6	6.8	8.8	36	0.4	-2.6	1.2	29.2	-0.2	-2	-38.6	0	0	4.4	0	-0.6	0	0	0	-2.4	0	0	0.6	0.6	1.4	1.6	-0.6	-16.6	0	7
-1	HOU1996-10-27SFO	1996-10-27	-3.4	-4.8	0	-9.11999999999998	-0.4	0	0.8	7	8	38	0.6	-5.4	-3.4	0	-0.4	-2.6	-56.6	0	-0.2	8.6	0	-0.8	0	0	0	4	0	0	0.6	0.6	2	2	-0.6	-14.2	0	8.2
-3	HOU1996-11-17MIA	1996-11-17	-3.4	-3.6	-21.4	-16.18	-0.2	0.2	0.8	1	3	23	0.4	-3.6	-3.4	-21.4	-0.2	-1.8	-42.8	0	-0.2	5.2	0	-0.8	0	0	-0.2	-1.2	0	0	0.2	0.2	1	1.2	0.2	16	0.2	4.2
-25	HOU1996-11-24CAR	1996-11-24	0	2.2	-17.8	-19.12	-0.6	0.4	1	3.8	1.6	22.6	0.4	1.6	0	-17.8	-0.6	-0.8	-23.4	0	-0.8	-7	0	-1	0	0	-0.4	0	0	0	-0.4	-0.4	0.6	1	0.4	22.8	0.2	-0.6
-6	HOU1996-12-08JAX	1996-12-08	3.4	7	16.8	-49.08	-0.4	1.2	1.4	6.8	-3.4	1.2	0	6	3.4	16.8	-0.4	0.2	0.2	0	-0.8	-9.6	0	-1.2	0	0	-1.2	-12.4	0	0	-0.8	-0.8	-0.2	0.2	0	14.4	0.2	-5
-8	HOU1996-12-15CIN	1996-12-15	3.2	8.6	23.4	-29.54	-0.4	1.6	0.8	0.6	-2.8	5	-0.4	7	3.2	23.4	-0.4	0.6	9	0	-0.4	-10.2	0	-0.6	0	0	-1.6	-23.8	0	0	-1.4	-1.4	0.2	0.4	-0.6	-4.8	0.2	-8.6
9	HOU2002-09-08DAL	2002-09-08	4.2	8	42.8	9.10000000000001	0.2	1.4	1.2	-1.8	-0.4	-17.4	-0.6	6.8	4.2	42.8	0.2	1	24.2	0	-0.6	-6.6	0	-1	0	0	-1.4	-25.2	0	0	-1	-1	-0.4	0	-0.2	14.4	0.2	-6.6
-20	HOU2002-09-22IND	2002-09-22	3.6	7	22.2	-1.53999999999999	-0.4	1.4	1.6	3.2	0.8	-10.4	-0.6	5	3.6	22.2	-0.4	2	42.4	0	-1	-13.6	0	-1.4	0	0	-1.4	-20	0	0	-1.4	-1.4	-0.4	-0.2	0.4	33.2	0	-10
-7	HOU2002-10-13BUF	2002-10-13	0	1	7.6	28.82	0.2	1	1.4	0.4	1	-15	-0.8	-1.2	0	7.6	0.2	1.6	36.4	0	-0.6	-6	0	-1.2	0	0	-1	-17.8	0	0	-0.8	-0.8	-0.6	-0.4	0.6	36.2	0	-6.4
-35	HOU2002-11-03CIN	2002-11-03	-2.6	-0.4	-32.4	7.64000000000001	-0.8	1.2	1.4	0.2	2	-16	-0.6	-2.2	-2.6	-32.4	-0.8	2.2	44.6	0	-0.6	2	0	-1.4	0	0	-1.2	-34.8	0	0	-1.8	-1.8	0.2	0	0.8	49	0	-12.2
-3	HOU2002-11-17JAX	2002-11-17	-3	-2.6	-50	-5.25999999999999	-1	0.6	1.4	5.4	0	-30.2	-0.2	-3.4	-3	-50	-1	2.4	49.4	0	-1	-3.6	0	-1.4	0	0	-0.6	-29.6	0	0	-1.4	-1.4	-0.6	-0.6	1.4	56.4	0	-11.2
2	HOU2002-11-24NYG	2002-11-24	-4	-4.6	-75	-10.76	-1.6	0.2	1.4	5	-0.4	-25.6	0	-4.4	-4	-75	-1.6	2.4	40.8	0	-0.6	-2.2	0	-1.6	0	0	-0.2	-28.2	0	0	-2	-2	-0.2	-0.2	1.8	70.2	0	-12.6
-4	HOU2002-12-15BAL	2002-12-15	-2	-2.6	-46.8	-5.99999999999999	-1.6	0.4	1.6	7.8	-2.8	-28.2	0.2	-1.8	-2	-46.8	-1.6	2.2	30.8	0	0.2	20.2	0.2	-1.8	0	0	-0.4	-32.2	0	0	-1.6	-1.6	-0.2	-0.2	1.4	55.2	0	-9.4
-10	HOU2002-12-29TEN	2002-12-29	1.8	2.8	-27.4	-31.4	-1.6	0.6	1.4	8.8	-4.6	-44.2	0.2	3.6	1.8	-27.4	-1.6	2.4	34.8	0	0.6	22.6	0.2	-1.6	0	0	-0.6	-32.2	0	0	-1.6	-1.6	0	-0.4	0.8	33.4	0.2	-10
-28	HOU2003-09-21KAN	2003-09-21	4.2	3.8	-23.4	7.34000000000002	-0.6	0.2	1	7.2	-4.4	-47.4	-0.4	5	4.2	-23.4	-0.6	2.4	38.4	0	1	4.4	0	-1.2	0	0	0	-8.6	0	0	-1.4	-1.4	-0.4	-0.4	1	40	0.2	-8.6
4	HOU2003-09-28JAX	2003-09-28	3.8	2.8	-30	-7.45999999999998	-0.4	0	1.4	6.4	-1.4	-32.4	-0.4	3.4	3.8	-30	-0.4	2.4	44.2	0	1.2	16.2	0	-1.6	0	0	0.2	-3.6	0	0	-1.2	-1.2	0	-0.4	1	43	0.2	-7.2
-5	HOU2003-10-19NYJ	2003-10-19	5.4	5.2	-10.2	-8.33999999999998	-0.4	0.4	0.8	4.6	-1.4	-17.6	-0.2	5	5.4	-10.2	-0.4	2.8	56.6	0	1	5.2	0	-0.8	0	0	-0.2	-3.6	0	0	-0.6	-0.6	-0.6	-1.2	0.6	18.8	0.2	-8.6
4	HOU2003-11-02CAR	2003-11-02	5.2	3.6	-11.6	9.20000000000002	0	-0.2	0.8	2.8	-0.6	-33.8	-0.2	3.2	5.2	-11.6	0	2.4	56.6	0	0.4	-9	-0.2	-0.8	0	0	0.4	0.4	0	0	-0.4	-0.4	-0.4	-1	0.2	2.8	0.2	-7
-3	HOU2003-11-23NWE	2003-11-23	-1.2	-4.4	-79.8	5.40000000000002	0	-0.6	0.4	-0.8	-0.2	-19.2	0	-4.4	-1.2	-79.8	0	2	51	0	-0.6	-20.4	-0.2	-0.2	0	0	0.8	6.4	0	0	-0.2	-0.2	-1.2	-1	1.6	51.4	-0.2	-5.6
